,Index,Descriptor,R2,RMSE,MSE,RPD,MAE,Explained Var
7546,SIMZ760101,_dipeptide_composition,0.7749662376867542,2.942039498560283,8.655596411088842,2.1080269530086984,2.2341402868347853,0.7834699853000661
7114,RICJ880110,_moran_autocorrelation,0.7743505820524499,2.459810774757017,6.0506690476107154,2.1051492475718074,1.9299048882086811,0.7818563446618796
184,AURR980109,_moran_autocorrelation,0.774345723066083,2.733407826320405,7.471518344989642,2.105126582487196,2.200670611284683,0.8097134799069239
1145,CHOC760104,_geary_autocorrelation,0.7742223691940463,2.3157643421079497,5.362764488178665,2.1045514347359604,1.8793620671776554,0.7747015355674063
5440,PALJ810103,_conjoint_triad,0.7740822050467959,2.774071787581607,7.695474282656215,2.1038984794766953,2.0856860190060633,0.7741790788487115
4396,MEEJ800102,_dipeptide_composition,0.7739375108457388,3.0708324666503555,9.430012038233906,2.1032250580731335,2.559336595840976,0.7769238242791131
5810,PONP800107,_geary_autocorrelation,0.7738784757679331,2.6165222288174323,6.846188573895744,2.102950488545722,2.1468133959285502,0.7766723325107248
3601,KARS160113,_dipeptide_composition,0.7738239220052024,2.619852113269696,6.863625095403692,2.102696856990832,2.008223216168931,0.7742421967313977
2417,FUKS010112,_tripeptide_composition,0.7738079214285221,2.513353628272664,6.316946460751365,2.1026224844541797,2.0822035561695156,0.774660924233604
2215,FINA910103,_conjoint_triad,0.7737947406426182,2.741673024415606,7.516770972808217,2.1025612245599232,2.149771420762656,0.7754747478490643
5012,NAKH900112,_tripeptide_composition,0.7737423539508187,2.8163555312137145,7.931858478198085,2.102317801618833,2.189040070827814,0.7737776058085399
2867,GUYH850103,_tripeptide_composition,0.7734864679942564,2.884653075845963,8.321223367987576,2.1011300014672636,2.2751731056752984,0.7755985788958439
8056,WERD780101,_dipeptide_composition,0.7734192166931652,2.0458004698707706,4.185299562523466,2.1008181607830667,1.7096096448078482,0.7786230527722742
7067,RICJ880107,_tripeptide_composition,0.7733123372399984,2.9159251112661924,8.502619254512755,2.1003228520270043,2.32959235441488,0.7734482840811446
2750,GOLD730101,_geary_autocorrelation,0.7732276197781597,2.6815940270088325,7.190946525689448,2.0999304968334136,2.205177307726995,0.7772846661309063
927,CHAM810101,_quasi_seq_order,0.7731626899848693,2.774065462050715,7.695439187742646,2.0996299338186253,2.185701425319334,0.7781208229014459
31,ARGP820102,_dipeptide_composition,0.773025463091767,2.7832028936133284,7.746218347017604,2.09899512856873,2.2410230714484656,0.77898239909276
226,AURR980112,_dipeptide_composition,0.7726077238297967,2.6727616887244046,7.143655044712931,2.097066224550223,2.219520075811411,0.7754876740648836
5464,PALJ810105,_moran_autocorrelation,0.7725023872909431,2.465715602262898,6.079753431242686,2.0965806737980888,1.9343534612020454,0.7733491551125355
4459,MEIH800102,_moran_autocorrelation,0.7724054807734944,2.8009724032098373,7.845446403543092,2.0961342791223334,2.3534258535088632,0.7732137820162567
662,BLAM930101,_tripeptide_composition,0.7722927534861697,2.8728171733195875,8.253078511319945,2.09561536550352,2.261584006669281,0.7739123747937888
3100,ISOY800107,_conjoint_triad,0.7721455774130858,2.557901091842585,6.542857995649487,2.0949384546556344,2.0093817819344926,0.7722101181323587
8252,WOLS870102,_tripeptide_composition,0.7721223371439379,2.9263560657453946,8.563559823524864,2.094831625020973,2.299606494587272,0.7722254548651599
3889,KRIW790103,_moran_autocorrelation,0.7720766862825866,2.74535226342366,7.536959050285412,2.094621827138793,2.218973938861007,0.772078236408602
